date,url,username,content
2022-11-29T21:32:18+00:00,https://twitter.com/AbdulNewsId/status/1597705035169009664,AbdulNewsId,"@ganjarpranowo Ulama dan Habaib cuma dijadikan pendorong untuk memikat hati orang islam di Indonesia, kalau sudah jadi Presiden mereka langsung ditinggalkan, seperti yg sekarang aja dia jadi AFK. Sejak dia jadi Wapres gwa gak tau apa pengaruh positifnya di Pemerintahan untuk rakyat😪😪"
,,,
2022-11-29T18:55:22+00:00,https://twitter.com/BossToukeeIsa/status/1597665541329936384,BossToukeeIsa,@FirzaHusainID Berapa besar kemungkinan menang jika pasangan capres-cawapres 2024 nanti  @puanmaharani_ri - @erickthohir  atau @erickthohir - @ganjarpranowo bisa juga @prabowo - @erickthohir  ????
,,,
2022-11-29T17:43:52+00:00,https://twitter.com/tegaxdirimu/status/1597647547459256320,tegaxdirimu,@awituchuz @regar_0p0sisi @ganjarpranowo ni cebi laknat pengen si bokeper jd presiden ye?biar ngebokep dhalalin dan legal kan NJING?😂😂😂dasar fans 🌈 laknat lo!!!ini pasti foto kakek lo kan???😂😂😂🖕🖕🖕 https://t.co/xPzMNsyqf5
,,,
2022-11-29T17:15:53+00:00,https://twitter.com/kulinergubug_id/status/1597640505730662400,kulinergubug_id,"Lapor pak @ganjarpranowo 

Jalan kota grobogan-salatiga parah total hampir 1 pekan tidak di lirik oleh pemimpin kita.

Mohon di tinjau 
Lokasi desa gubug.kec gubug.grobogan

#jalanrusak #jawatengah #grobogan #presiden #jokowi #GanjarPranowo #srisumarni https://t.co/fj3LmGp2gq"
,,,
2022-11-29T15:51:50+00:00,https://twitter.com/Djohaneffendy1/status/1597619352135946242,Djohaneffendy1,@ganjarpranowo Panjenengan layak jadi Presiden selanjutnya menggantikan Pak Jokowi.
,,,
2022-11-29T15:09:26+00:00,https://twitter.com/SURACHM67400419/status/1597608680400486400,SURACHM67400419,@M45Broo Ini calon presiden ku @ganjarpranowo  semoga terkabul... Aamiin🤲 https://t.co/PcfUchZDVY
,,,
2022-11-29T14:52:28+00:00,https://twitter.com/EnnyPurwanti13/status/1597604413576617984,EnnyPurwanti13,"Kmarin mlam Cepu Jateng banjir. Malam ni giliran Blora Jateng banjir. Den bokep @ganjarpranowo urus tu Jateng yg bnar d akhir sisa masa jbatan anda,jngan pikiran nya copras capres aja. Apa yg gue bilang bnar kan mas BuzzerRp @yusuf_dumdum_ n dedengkot nya BuzzerRp @Dennysiregar7 https://t.co/IbYr1hIEtw"
,,,
2022-11-29T14:42:05+00:00,https://twitter.com/MudiakS/status/1597601799120523264,MudiakS,"@ChusnulCh__ @ganjarpranowo @03__nakula @Aryprasetyo85 @Urrangawak Jangankan untuk jadi Presiden untuk cari dukungan menjadi Calon Presiden Pak Ganjar udah kesulitan cari Partai untuk mendeklarasikannya...sampai2 para pendukung nya di Medsos bela2in tebar hoax dan fitnah,..termasuk fitnah kepada Pak Anies yg sudah terlebih dahulu di deklarasi.."
,,,
