date,url,username,content,cleaned
2022-09-22,https://twitter.com/Hijrah002/status/1572933647724064768,Hijrah002,"@GunRomli SEMOGA PAK @aniesbaswedan MENJADI PRESIDEN YANG AMANAH, SEMOGA ALLAH HANCURKAN ORANG-ORANG MUNAFIK YANG BERLINDUNG DIBALIK AGAMA, DAN SEMOGA ALLAH HANCURKAN ORANG-ORANG DZOLIM YANG BERBUAT ANIAYA",moga amanah moga hancur munafik lindung balik agama moga hancur zalim buat aniaya
2022-09-22,https://twitter.com/Dartana7/status/1572932484542521344,Dartana7,"Jika pak @aniesbaswedan  jadi presiden bisa dipastikan Indonesia gak akan dilanda banjir, gk akan ada kebakaran, yg ada parkir air dan parkir api. Gak ada wabah covid, yg ada parkir virus
@can4fam 
@PartBurungGalak 
@Penjagajokowi1 
@GunRomli 
@Dennysiregar7 
@ruhutsitompul https://t.co/Jk6Mbb6qbo",bisa engak landa banjir engak bakar parkir parkir engak wabah covid parkir virus
2022-09-22,https://twitter.com/NenekDariCucuku/status/1572929832354480128,NenekDariCucuku,@SalimLaw1 @catur_sk @JAKAGELEDEK01 @j4enuri @Tan_Mar3M @aniesbaswedan @Asa_Afi Tapi emang ada hubungan nya dgn istana &amp; presiden saat ngundang si afi ke istana,hubung istana ngundang istana
2022-09-22,https://twitter.com/hedy_subagyo/status/1572928302032904192,hedy_subagyo,@JebuelMania900 @aniesbaswedan Ya kalo kepilih jadi presiden ya pantas dong.kalo gak kepilih jngn bikin ribut ntar....terutama kadrun...😁😁😁,pilih engak pilih jangan ribut kadrun
2022-09-22,https://twitter.com/bangowo/status/1572927191234379776,bangowo,@JebuelMania900 @aniesbaswedan kata pak luhut mustahil non jawa jd presiden,luhut mustahil non
2022-09-22,https://twitter.com/cakprak97/status/1572919763130810369,cakprak97,@abu_waras @jokowi @aniesbaswedan Jgn pilih capres yg di dukung PKS,jangan pilih dukung partai adil sejahtera
2022-09-22,https://twitter.com/taufik74195165/status/1572919530527289345,taufik74195165,@JebuelMania900 @aniesbaswedan Pas bgt presiden 2024,
2022-09-22,https://twitter.com/Pantauaja67/status/1572912835717660672,Pantauaja67,@patriot016610 @aniesbaswedan Lho pak Gubernur bisa kasih discount kok Presiden nya cuma kasi janji doang?,lho gubernur bisa kasih discount kasih janji
2022-09-22,https://twitter.com/IndoHitPut/status/1572911500489916416,IndoHitPut,@JebuelMania900 @aniesbaswedan Masih Kurang karena masih banyak ketidak netralan dalam budget kegiatan. misalkan kesalahan seseorang itu 100% minimal kesalahan untuk jadi presiden bisa di tutupi hingga 40% dengan kemajuan yg di bangun juga dan keuntungan berbagai pihak. klo anis selama 5th 70% kesalahannya .,tidak netral budget giat salah minimal salah bisa tutup hinga maju bangun untung kesalahanya
2022-09-22,https://twitter.com/Faiz210714/status/1572910995025977344,Faiz210714,@aqpemuas @JebuelMania900 @aniesbaswedan Cba tunjukan alasan anda tidak menghendaki @aniesbaswedan jdi presiden yg dapat dibuktikan secara nyata.,tunjuk alas bukti nyata
2022-09-22,https://twitter.com/majorcraftjoe/status/1572907982182305796,majorcraftjoe,@Bambang_Budimab @pejuangnkri77 @aniesbaswedan @DKIJakarta @tamanhutandki @KotaJaksel @mrtjakarta Kemaren anies ngomong pribumi di bully-bully. Sekarang buzerRP tengik koar2 presiden harus pribumi. Goblok tak bertepi. https://t.co/Sc5kgMiTo1,omong pribumi buly buly buzerp tengik koar pribumi bodoh tepi
2022-09-22,https://twitter.com/gurun_cacing/status/1572906713984159744,gurun_cacing,@abu_waras @jokowi @aniesbaswedan Mimpi ketinggian... 😂😂😂😂😂. Anies ko Capres. Wkwkwkwk...,mimpi tingi wkwkwkwk
2022-09-22,https://twitter.com/masemponk/status/1572905969352577025,masemponk,@JebuelMania900 @aniesbaswedan Bismillah anies presiden RI,bismilah
2022-09-22,https://twitter.com/Ronald89986124/status/1572901369190588416,Ronald89986124,@JebuelMania900 @aniesbaswedan Presiden yaman aja,
2022-09-22,https://twitter.com/kangdangayam/status/1572900839530065921,kangdangayam,"@BPBDJakarta @aniesbaswedan Pak @aniesbaswedan  Saya Ingatkan ke bapak,, jika pengen terpilih jd Presiden hanya dengan 1 visi misi.  Berantas Korupsi dan mafia... 
Korup dr 100jt - 1M = 20thn penjara

Korup 1M-10M = seumur Hidup

korup 10M ke atas = hukuman Mati. 

Di jamin menang,, biaya Kampanye sedikit https://t.co/w6allUD2Rr",ingat pilih berantas korupsi mafia korupsi jt thn penjara korupsi umur hidup korupsi hukum jamin menang biaya kampanye
2022-09-22,https://twitter.com/Jhon55371175/status/1572895535794917376,Jhon55371175,"@CNNIndonesia Sekarang si engkong tugasnya bersuara ...tanda tanda kepanikan 
Hahaaa panik nih kalau Pak @aniesbaswedan mencalonkan sebagai capres 2024.",engkong tugas suara tanda tanda panik haha panik calon
2022-09-22,https://twitter.com/joulepakir/status/1572894087719821312,joulepakir,"@faruq06254776 @Gilar1990 @EdyKiantolol @aherrys @DharulFit @JoeMoli5 @lelakimusaja @mamangkangphoto @aniesbaswedan @hayashi09615064 @Dennysiregar7 @kangdede78 @RuhutSitompuul @Lembayung071 @Uki23 @kurawa @sigitwid @Giring_Ganesha @grace_nat @Widi99962582 @emerson_yuntho @2020_STMJ @Rizmaya__ @firzahusainInc @GunRomli @AV4tarPemburu @ChusnulCh__ @satriadjenar @WZastra @Kimberley20101 @abu_waras @AndiSinulingga @alisyarief @DonAdam68 @musniumar @tatakujiyati @KPK_RI @Puspenkum @bpkri @ahmadsahroni88 @adianasrul @DokterTifa @MCAOps @satriohendri @ReflyHZ @MataNajwa @karniilyas @YoutubeILC Keeh keeh keeh...peniPUAN mau jd presiden..
Ngayal jgn tinggi2 ngapaaah bong 🤣🤣😀 https://t.co/oznzmfp08s",keh keh keh tipu khayal jangan tingi ngapah
2022-09-22,https://twitter.com/AhmadHelmany/status/1572892298064830464,AhmadHelmany,Sebaiknya ditulis jelas nama bapak Presiden Soeharto seperti monumen/prasasti/patung eks Presiden RI lainnya yg tertulis dgn jelas. Krn beliau tetap banyak berjasa bagi negeri @DKIJakarta @aniesbaswedan https://t.co/cOaSDaBZrj,tulis jelas soeharto monumen prasasti patung lai tulis jelas jasa negeri
2022-09-22,https://twitter.com/Ruzli650002/status/1572890244953051136,Ruzli650002,"@GunRomli @aniesbaswedan Takut yaaa ,anis jadi presiden",takut
2022-09-22,https://twitter.com/umar_tampan/status/1572890158940229632,umar_tampan,"Berkebun saja bung tanah indonesia itu luas banget sayang kalo banyak tanah nganggur ga dimanfaatin tolong pak presiden @aniesbaswedan segera bikinkan formulanya,🙏 https://t.co/TfvRwxPKp7",kebun tanah luas sayang tanah pekerjan engak dimanfatin bikin formula
2022-09-22,https://twitter.com/OriAbdullah1/status/1572885015582879744,OriAbdullah1,@JebuelMania900 @aniesbaswedan Sangat pantas jadi presiden,
2022-09-22,https://twitter.com/Sigromilir01/status/1572884592276938752,Sigromilir01,"@tukangrosok___ @aniesbaswedan Katalist perdamaian dunia.
Presiden Jokowi semangatnya mampu mempengaruhi opini perdamaian dunia untuk ditindaklanjuti oleh semua negara"" sahabat yg ternyata berkepentingan dari perdamaian itu, dari gagasan Indonesia🇮🇩.",katalist damai dunia jokowi semangat mampu pengaruh opini damai dunia ditindaklanjuti negara sahabat penting damai gagas
2022-09-22,https://twitter.com/topo_edi/status/1572884253053894656,topo_edi,@JebuelMania900 @aniesbaswedan Belum layak jadi presiden.,belum layak
2022-09-22,https://twitter.com/SyahRud16089883/status/1572884052184825859,SyahRud16089883,"@abu_waras @jokowi @aniesbaswedan gak mungkinlah yg udah menjabat 2x masih ikut lagi nyapres, makin mundur saja negara ini,tentu yg udah menjabat 2 periode seperti pak SBY masih bisa capres lagi dong,?",engak mungkin jabat mundur negara jabat periode surabaya bisa
2022-09-22,https://twitter.com/AntuLanun/status/1572882206175145984,AntuLanun,@patriot016610 @aniesbaswedan @DKIJakarta Pak Anies Baswedan memang patut jadi presiden https://t.co/ge7TlYWa55,patut
2022-09-22,https://twitter.com/Dipawid_Sartono/status/1572880320168222720,Dipawid_Sartono,"@kamilamaharania @randhilicious @PT_Transjakarta @DKIJakarta @jaklinko Nunggu Pak @aniesbaswedan jadi presiden, biar kebijakannya bisa dikloning ke wilayah lain",tungu kebijakanya bisa kloning wilayah
2022-09-22,https://twitter.com/catur_sk/status/1572878707458707463,catur_sk,"@SalimLaw1 @NenekDariCucuku @JAKAGELEDEK01 @j4enuri @Tan_Mar3M @aniesbaswedan @Asa_Afi wkwk nyangkutin afi ke presiden aja udah aneh, giliran bawa yg lain yg sejenis kok diprotes 🤣 lawak gesss",nyangkutin aneh gilir jenis protes lawak ges
