features,g1,g2
bandara,-0.04203417819408922,0.11574590475007122
banding,-0.06727419998869758,-0.017938759686398895
bandit,-0.027461869947134714,0.09710722628568255
bandung,-0.06513451103797031,0.20802505088290896
banga,0.11598836115877138,-0.09449856037507467
bangakan,-0.07217123937104965,0.016273992243328927
bangkang,0.17460169597564576,-0.26690302348486306
bangkit,-0.04367133726705539,-0.17977792046258081
bangsa,-0.6733833890845924,1.7649865995094192
bangsat,0.25571203698195677,0.03518155381089462
bangun,-0.19646189515273949,0.06601030572839355
bani,-0.07787947872945493,-0.17195469094261595
banjir,-0.24366334353150806,0.6387079729833396
bank,-0.02454709468223696,0.0844411202437457
bantah,-0.1643779528495203,-0.29391485209967244
banteng,0.2174836099994821,-0.3232862928604529
bantu,-1.4499509990424841,1.4925624569422131
banyak,-0.10388483252962703,0.49507564849471064
bapake,-0.04475246578335412,0.13119191211375694
baperan,-0.016022434839697404,0.09663272038430137
barat,-0.06439085625985902,0.11978731433700894
bareng,-0.17637944659678062,-0.19999543805120695
baret,-0.05176686933787193,0.14005777821091603
baris,0.10643930603229311,-0.06202913652933122
barokaloh,-0.05138129893937138,-0.11665978714269741
barpasangan,-0.03602254423255141,0.12338635622282457
baru,-0.16074654794723206,1.2053446438157591
bas,-0.02546048854194734,0.09992072871358038
basa,-0.12069047029294441,-0.13045093406422328
basi,0.6969210079390922,-0.5158395692289545
basmi,0.35525938143214597,-0.1448541730077214
basuki,-0.0416591624575846,0.15013563820705247
batal,-0.12975550089490595,0.14913635903434616
batas,0.06986296983006719,0.6234208128733639
batik,0.19296311810587866,-0.1390647771304723
batu,-0.08918353896830904,0.12445763806728798
bau,0.00917130566760471,-0.307748944513406
bawa,-0.11495036061386192,-0.008865137233281648
bawah,-0.17443384521263855,-0.13901577480523739
bawaslu,-0.04765573931940962,-0.13315035582736587
bawel,-0.03206816422777975,0.1204239694296767
bayang,-0.1128702414631096,0.3946856784600625
bayar,0.4126990749222654,-0.2704687953908172
bayaranya,-0.031078524185358083,0.10388059783536852
baygon,-0.051025041449248035,-0.0813558679248455
beban,0.18427026479695358,0.09268095694621516
bebas,-0.12676388557904145,0.47762632724605025
bebek,-0.039193308543514646,-0.10199694349103505
beber,-0.017353916677908466,0.08380239846592574
beberapa,0.4007578731445868,-0.14254824020961296
becus,0.1183845569520177,-0.060234091781012404
beda,-0.12746608664854928,-0.21674339946040053
bedan,0.2688897830639618,-0.20030856536987116
bedebah,-0.03573868642699267,-0.07490943577100279
begundal,-0.21465055419761933,0.7168117729060681
beh,-0.06527984454016846,-0.12775814381486536
beijing,-0.0188376433140326,-0.04876466772976059
bekas,0.05168417184295535,0.1963439547272904
bekerjasama,-0.038908764093715166,-0.12155534861030169
bela,0.2955244488514111,-0.337216415795268
belah,0.20389785644357422,-0.033231977938443666
belakang,0.5939395586824407,-0.32618808936388294
belang,-0.039193308543514646,-0.10199694349103505
beli,0.057302532863124075,0.27442756916524597
beling,-0.0440869319517189,-0.1013283228608169
beliow,-0.03352943852713842,0.1381195222030656
belum,0.3363287930160671,-0.1906178789840415
benah,-0.028428489398474806,0.09151046060852519
benar,-0.5109624683743672,1.2289334722993586
bencana,-0.16810348190021152,-0.2840295616200953
benci,0.7303165580702988,-0.36203891492878665
bentuk,-0.18415295560087044,-0.10745194505632952
beny,-0.07651078306698351,0.25688611301723224
beraktifitas,-0.04677461152428376,0.19729500356361052
berangan,-0.04785209513630633,-0.06129698785052624
berangkat,-0.0781646070591632,0.041589046765268776
berani,0.13633250859797688,0.4416284533104785
beranta,-0.08407685917964557,0.028143476816367783
berantas,0.3065500078362852,-0.29087675506269994
berat,0.6270037578679033,-0.10605385513622119
beres,-0.037386326952162006,-0.0674742466508528
berhalunisasi,-0.029312267967469316,-0.05900803874921741
beri,-0.14609607588148366,-0.03648976652419943
berintigritas,0.14144619161144928,-0.06890992271203027
berita,0.3651448837898784,-0.09726643853402982
beritahu,0.2730876116289621,-0.09758839660582674
berkah,-0.14874880800007748,-0.09599691010130358
berkat,-0.1364374787035694,0.44330294497244205
bermanfat,-0.08229664466024902,-0.08412458353428574
bermatabat,-0.02733390104378103,0.16367717258048883
berobah,-0.0374681213854125,-0.1705158076614503
bersih,-0.07619587103409571,0.2778519863231597
bertangung,0.23541335303996738,-0.12240938634838641
bertenger,-0.04040078928783072,-0.07310737673930306
berterimakasih,-0.14049256199118423,-0.26952161102039063
berulangkali,-0.05610509437681869,-0.09287178707870203
besanya,-0.03756355332728334,-0.09356233061122385
besar,0.15536587141119582,0.09466418047571319
besok,-0.025426500296194702,-0.03038528063192199
best,-0.07226058899617485,0.18462356056546408
bestie,0.19567437366763432,-0.09776455354182575
betul,-0.4219426409312439,1.2564247308939867
bgy,-0.05758894960951274,0.1641668764776874
bhavantu,-0.04086940670544549,-0.07666605795368732
biacara,-0.07333801605664125,-0.15390961302886788
biak,-0.05811928289496327,-0.09313943842075084
biar,0.5109389274206911,-0.4915431815183563
bias,-0.029312267967469316,-0.05900803874921741
biaya,-0.07729668027654683,0.3089924318979734
biayain,-0.039283935959082625,0.09547862834722758
bibir,0.14761737131789593,-0.09147221798228128
bicara,0.1137663644038037,-0.11069397849543239
bidang,-0.13670779459468163,0.0020870631486053274
biden,-0.028939384899896,-0.16065703338061932
bijak,0.1506866133168172,0.1755139073044024
bijaksan,-0.04967227454369031,0.21229229612303974
bijaksana,0.05394327230157129,0.03201228385519216
bimbing,-0.028837211043703,0.12215296729247695
bin,-0.0188376433140326,-0.04876466772976059
bina,-0.06527193932680711,-0.10507844385880459
bincang,-0.3117655103195994,1.4763172604596198
bineka,-0.02340412902082759,0.09636363768972021
bingung,0.6620826914823291,-0.20263712722088384
binsar,-0.028397791216863616,0.11703016415273199
bintang,-0.07069527024963468,0.2916312711202762
birah,-0.03931881241307708,-0.08916574198312993
birokrasi,0.2115278127766635,-0.08344773111567286
birthday,-0.03256725551898516,0.10401252544145448
bisa,-0.34782660247188707,-0.34814307574498066
bisan,-0.07675959007083694,-0.17275505029174187
bisikin,-0.014776480551111887,0.037409881277868706
bismilah,-0.029476177730804787,-0.22787591188351625
bismilahirahmanirahim,-0.04201322695041265,-0.04836657093083684
bisnis,0.1878488675979606,-0.023182894251022993
bkanlah,-0.023575668358091877,0.06640037830666032
bkerja,0.3368565036603509,-0.2596481425842776
bkprmi,-0.05360963009066601,-0.1526167367126099
blon,-0.026352412521024562,-0.05719016301933103
blt,-0.12479539334890181,-0.013726687259482196
blue,-0.029825353135692807,0.09544840903663798
bm,0.11567673545416737,-0.11587741454856416
boba,-0.051025041449248035,-0.0813558679248455
bobi,-0.08950493156670825,0.2623838242275139
bodo,0.07378616571144526,-0.03251800692387192
bodoh,1.8265719681938706,-0.8329708492248766
bohirnya,0.16540664005359426,-0.0658931129553891
bohong,0.5612405755044576,-0.5665565174128967
bohongin,-0.03573868642699267,-0.07490943577100279
bola,-0.05150578481093822,-0.11275137413446201
boleh,0.49714567676576477,-0.029843974332937517
bondong,-0.20435281161100918,-0.36772025769032946
boneka,-0.1679204543917947,0.20886632051895004
bongkar,0.23467028137449383,-0.12563177776321025
boramae,-0.039283935959082625,0.09547862834722758
borontoklah,0.38129116376811395,-0.15799105613864697
bosan,-0.04398799398695587,0.11043730777632321
bosok,-0.025422491976217407,0.1403089074320604
bot,0.301355510352812,-0.11914699869356961
botak,-0.037386326952162006,-0.0674742466508528
botol,-0.0440869319517189,-0.1013283228608169
bp,0.454750290965454,0.12348834661867918
bpa,-0.016777173990207415,0.07147337332579194
bpjs,-0.05652733788350256,-0.11753057212064374
brad,-0.03631746184883643,0.16483379462348194
brazil,-0.024542585942609038,-0.09243373527285442
bri,0.2058755139965286,-0.09897339239020696
brin,-0.1105780218163522,0.0866305420799566
brmimpi,-0.03460051241890658,0.12010967052355376
bromo,-0.09332835049824648,-0.2206450119530475
brs,-0.13689720351511586,-0.28871560204743824
brutal,0.19793016034966984,-0.12021740961029746
buah,0.01767830454448189,0.16276094902279817
buang,-0.11875045513758249,0.3601926114513306
buat,0.10714960618294521,0.06439437207796692
bubar,-0.09445042577231745,-0.17203659089075787
bubur,-0.021563554038190682,0.05018465705510489
budak,-0.0876514840542911,-0.18786683696618878
budi,-0.027461195105047066,0.0918528827245532
bugar,-0.01912465838471623,0.06505603328324479
builshit,-0.05475977027076009,-0.08358812649601854
buk,-0.02791954999163797,-0.10686282285183817
buka,-0.2243101402180767,0.06609477301091861
bukti,-0.8413347548197845,0.6605712161432797
buku,-0.015850424145539995,0.06824099109066037
bulanf,-0.02728600594951366,0.1275315483990421
bulat,-0.023673465554619102,0.13171280775775304
bulshit,-0.033939400385303076,0.1098302576340325
bumn,-0.2773815910658627,-0.10070014574611688
bundar,-0.03351645946773338,0.09326544705460293
bungkus,-0.041913105405205056,-0.09739500754401043
buntal,0.35270108142225787,-0.061403016860586
buntel,-0.029185187821212478,0.1281870822967332
bunuh,0.09088846167968619,0.31839001703490044
bupati,-0.09019446075469677,-0.17732468356311917
buru,-0.05430734990378788,0.09382921244137984
buruh,-0.22415586068421317,-0.35401501627452675
buruk,-0.02020612040032083,0.17298459842726305
burung,-0.0352013761758562,-0.0720532557449662
busa,0.25261763968086354,-0.0762201717052548
busok,-0.022365405833681327,0.055765406657889885
busuk,-0.042929384426596724,0.1632896340366969
buta,0.15597341852377242,-0.08226983546466024
butuh,-0.09651944462114818,-0.19566249207378464
buy,-0.05354733972530483,-0.11181146882874159
buzer,-0.19552912930673264,0.1251930227291792
buzerp,0.2150067211501692,0.14196908260605226
by,0.21346532334733767,-0.05945997080910697
bye,0.30683537036305203,-0.13725266795863164
cabut,-0.027228952619046478,0.09219375153577783
cacat,0.20610792241557452,-0.10639774075927605
caci,0.3561483556802887,-0.17025579650736808
cadang,0.038162477753205665,0.3768410976013339
cak,-0.5322637766731796,-0.15772374559090574
cakraningrat,0.18500644508393302,-0.08533236980652921
caleg,0.4156348360344653,0.0632538471754853
calegnya,-0.03542970046964717,0.12223322288375135
calo,-0.02069558847354185,0.2626301194752953
calon,-0.3297515495739652,-0.1870380089602989
calonin,0.15450859184018131,0.1779872111545981
camat,-0.19491095750087223,0.022875181569450134
campaign,-0.0450412392045889,0.14437890037820791
campur,-0.0814515424547987,0.06822578674016216
cangih,-0.0488796522654544,0.2101468663201858
cangkeme,0.20610792241557452,-0.10639774075927605
cangkemu,-0.025422491976217407,0.1403089074320604
cantik,-0.0450412392045889,0.14437890037820791
cantumin,0.19011463123276287,-0.0686005192840472
caores,-0.027875704650499343,0.09905265665738482
capable,-0.022400176116430023,0.10151047675760046
capacity,0.22371681365822293,-0.12089038032196188
capai,0.5193836571337139,0.17454354488966592
capek,0.2112185140798773,-0.09879901106095328
capresnya,0.1432983289890848,0.12294422103571818
captes,-0.037655026415919016,-0.06613143995911168
captive,-0.039283935959082625,0.09547862834722758
carbon,-0.16820414737131958,0.3089713303939525
cari,0.13173217430730313,0.2267440025578402
catat,-0.16846985210031637,0.39822025130454786
catet,-0.13749094791177965,0.22452593699277312
catur,-0.03190947114086012,-0.09672652022751897
cawapes,-0.07852021896682167,0.1450656441827668
cawapresnya,-0.10441300377775531,-0.23330664127795311
cawspres,-0.04147444484952254,0.12403625302406292
cebesar,-0.04884899976487592,-0.07191377511914807
cebi,0.14070655629429177,0.07146500173770443
cebong,0.2744624022847946,-0.08035931187773113
cebonger,-0.05505397717649843,-0.09756033201468543
cegah,-0.04536740331811692,0.02460647694617495
cek,0.16189575960309457,-0.0456977751987348
cekat,-0.14009228057456125,0.4889865486587919
cekik,-0.0802344457108837,0.28555145015036276
cemana,-0.06732034850297984,-0.12824384205729242
cemberut,0.1465869260494571,-0.0625353360368551
cendana,-0.09660482847014144,-0.07071657950133764
cendera,0.39573754602911565,-0.12594023326023063
cenderung,0.26272930491147006,-0.16785491656435658
cengkerama,-0.10305674416754962,0.05315484982726966
center,-0.021499573029187025,0.0913959172812296
cepat,-0.11431585496900121,0.5031298529023654
cepmek,-0.022365405833681327,0.055765406657889885
cerdas,-0.07325365831048446,0.8947993726903914
cerita,0.17270068017861998,0.09682877343251567
cermat,-0.03323527930181835,-0.15987227059709494
change,-0.032414673861787806,-0.0892015042886109
check,-0.09206487357930124,-0.006344154177527582
china,-0.10049986466293244,0.44842938885834144
chuaks,0.42690035376552954,-0.16935709243949099
ciamis,-0.0361389974250459,0.1667457386721626
cianjur,-0.206637360025507,-0.33036582857889174
ciderai,-0.04147507935339002,-0.10863383490814421
cidro,-0.025155109085646853,-0.07222997895362426
cie,-0.14102525038183442,0.21105917269198127
cigmark,-0.03349454360704604,0.16849663674293275
cilik,0.2772119842411553,-0.1338631103428585
ciloko,-0.025155109085646853,-0.07222997895362426
cina,-0.09771676911428216,-0.10042903156121923
cinta,-0.04813580762655997,0.8147072322366051
cipta,-0.11035618641217036,-0.12480335131610053
cirebon,-0.034067289310692105,-0.0855300825116436
cita,-0.07777076388372478,-0.234560182093683
citra,-0.0560383031516143,0.0535187241156668
ciya,-0.05905098963073501,-0.1666043327183573
cling,-0.0594178553956055,0.11421685520188364
clon,-0.02751586793149752,-0.13728737853724512
club,-0.08250727585117466,0.07433260228204247
coblos,-0.29012763159416416,-0.07781784097018431
cocok,-0.27705155765711015,1.5281165807023878
coklat,-0.015850424145539995,0.06824099109066037
cokro,-0.0188376433140326,-0.04876466772976059
colek,-0.06298205776174977,0.20583137152122172
condong,-0.03328649012345873,0.13660853411292384
congrats,-0.05159783152223496,0.2543037809841253
consulting,-0.01284037278182665,0.055223226022017
continuity,-0.032414673861787806,-0.0892015042886109
contoh,0.120006388246776,0.036269174876199635
convidence,-0.037655026415919016,-0.06613143995911168
copas,-0.09581620084088147,-0.1437448762160534
coplos,-0.07852021896682167,0.1450656441827668
copot,0.10322137636151404,0.19694597932914193
copras,-0.19706311015031788,-0.003133404725945479
copy,-0.16820414737131958,0.3089713303939525
count,-0.020471383017134984,0.05726036935749833
covid,-0.03285426720020027,0.16421724411126523
cp,-0.0188376433140326,-0.04876466772976059
create,-0.029825353135692807,0.09544840903663798
credit,-0.02791954999163797,-0.10686282285183817
cs,-0.07424538565589438,0.1787730774702192
cuap,0.17328227630674078,-0.07904584062535164
cubo,-0.036252332028465915,-0.05649561250463081
cucu,0.17024549789401702,0.16845142691584367
cuekin,-0.04026944322441675,0.17854525388749093
cuit,-0.08904601062593927,0.13460502683833278
cuitanya,-0.043129860494718786,0.16525400429935014
cukai,0.13961946432302388,-0.06487727448733951
cukong,-0.027461869947134714,0.09710722628568255
cukup,-0.028775091050456454,0.14168157036586784
cukur,0.24689193934167694,-0.12296006044871723
cuma,0.17624091717224408,-0.011742569303396086
cumah,-0.02603358052015565,0.11538266721251576
cundang,0.2375990780466116,-0.09577432814452015
curang,0.2850482189707324,-0.07040926156130901
curi,-0.07208470958185746,0.21832256324495294
curiga,0.008190333459411983,-0.2528378633955021
cwe,-0.0450412392045889,0.14437890037820791
dab,-0.017402327881848225,0.11399861827401891
dada,-0.03134549275257208,0.16650011649920157
dadak,-0.03542970046964717,0.12223322288375135
dadi,-0.028293049546262238,-0.07122315545534667
daek,-0.030280454715688382,0.1204192582203613
daerah,0.052734105874732234,0.6300639651799926
daftar,0.11611473992402814,-0.054588621556014155
daftarin,-0.023961687995983288,0.0730187015396847
dagang,-0.18482289721073564,0.2986284390775042
daging,-0.03573868642699267,-0.07490943577100279
dah,0.22800175326035707,-0.11346288971915033
dahlan,-0.04272044160134281,-0.07968908999512095
dahnil,-0.0283864587148697,0.08879516421405494
dahsatnya,-0.03602254423255141,0.12338635622282457
dahsyat,0.19793016034966984,-0.12021740961029746
dahulu,-0.0385506155242575,0.16088071062386627
dal,0.319207270952516,-0.14934021812249826
dalang,0.22371681365822293,-0.12089038032196188
dalil,-0.09441302393576727,-0.2750105658260766
damai,-0.1386953111588312,0.37978519786481285
dampak,-0.10970012944398139,-0.02475546533952851
damping,1.091927700792349,-0.6841160063303833
dana,-0.17131500546679243,-0.12026234064758332
danjen,-0.04068676432814093,0.12672165231754756
dapat,-0.007964837913597098,-0.18834892457256777
dapuk,-0.02733390104378103,0.16367717258048883
dar,-0.14096066919839023,0.5391788884952867
darah,-0.14811371624447725,0.3247129599102725
daripada,-0.02318303731892242,0.09830339428420555
dasar,0.30939294964365327,-0.07630961800674671
dasco,-0.019285703874096356,-0.07016552496886254
dasdes,-0.04133162822175213,0.20016862569901112
data,0.10545291756276871,0.1442785917927448
datang,-0.04453881279176185,-0.018350964602839116
datipada,-0.02318303731892242,0.09830339428420555
datuk,-0.036252332028465915,-0.05649561250463081
daulat,-0.09336640395299492,-0.3976177707180863
daya,-0.07468577393638298,0.2867609377914967
dbangakan,-0.04242788170472137,-0.07773612181835288
deal,-0.07160953429259177,-0.1455923309432928
dearest,-0.06204370814845338,-0.10912536124190902
debat,0.0008834061546148381,-0.11521834313277694
defence,-0.2068767861476042,0.7665143416218392
defense,-0.04092640323779628,0.1827259396354676
defile,0.6009940341475345,-0.30689649262300295
degan,-0.05645836206064197,-0.11901543645310927
deger,0.31414352670443846,-0.10231407764967447
dejavu,-0.029362258733693334,0.06307402115501487
dekat,-0.1846165223475838,0.7279235192937976
deklarasi,-0.3976540953633821,-0.6884271427134627
deklarasin,-0.06946030918577784,0.33091161501180844
deklasikan,-0.07001509358881641,0.25322127644464604
delapan,-0.031298765313746896,0.14521428238534964
demo,0.09091610196544093,-0.017674088550345555
demokrasi,0.11821258222216295,-0.02787755228329354
demokrat,-0.13761300616531671,0.07439068118692224
demokratisasi,-0.02124586679896031,0.06406570508248065
dendam,-0.19103745618401352,-0.23322545392683328
dengar,-0.0017535137189806532,0.1291102153231136
denger,-0.1704440533781896,-0.2744841467335613
dengkul,0.11590016071343491,-0.04985110214393638
depa,-0.07343721017559213,0.22163981654659887
