features,g1,g2
alfateha,-0.011277890446522866,0.06219132435800961
algoritma,-0.04109616063897456,0.12416733650515414
alhadulilah,-0.036410070224849614,-0.056785561620863345
alhamdulh,-0.03538329689344096,-0.17001279960096088
alhamdulilah,-0.7365735784597902,0.13007854677264574
alhasil,0.0647481861510784,0.3353556796088325
alhmdulilah,0.46248632245694005,-0.24525940644442135
aliansi,-0.017412769809905405,-0.04615357205513133
alias,0.09231950190491904,0.08350317753279757
alih,-0.09844280526913225,0.37436978004727284
alim,-0.01978793709214951,-0.09272498162449379
alir,0.03485015271504114,0.08694167318058943
alis,-0.020207821281129957,0.038837893967568655
alisadikin,-0.0495005797217896,0.288919034276872
aliyah,-0.015352917936410311,0.09854831525415492
almarhum,0.17997296898614604,0.002507705268981035
almarhumah,-0.015230702238846037,0.08765789945970621
almhm,0.2866601359908352,-0.16657730744427984
almost,-0.04479308340133573,0.13735214371133342
aloh,-0.027267200506551483,-0.05468776049550755
alohuma,0.3219382627391196,-0.18214958085060484
alot,-0.08389915161416663,0.1686401833523282
alpardnya,-0.04300883725827012,-0.07274430200174327
alphard,-0.09829159142251498,-0.1142712249053085
alqamdulilah,-0.06581352321334259,0.43909090863423345
already,0.21816482344052196,-0.07545000613812466
alsh,-0.1267071595848167,0.33013279108525045
alternatif,0.3025908961043211,-0.4417705628000302
alum,-0.06745163658727019,-0.12689911771806497
alumni,-0.1745221656090671,0.48714699688720603
alumnus,-0.032776570263233835,-0.0799311028169949
alur,-0.06079772194660902,0.1626498645995764
ama,-0.038201150249406624,0.21902394348291973
amal,-0.08524863896798296,0.39492172253417546
amamah,-0.015602477510325632,0.04608829797446183
aman,0.056442748087784274,0.42075458270938904
amanah,-0.5150644510751243,0.44596470392059157
amanat,-0.1936476138838522,0.3227946242481766
amandemen,-0.026156462775152173,-0.06921065833184095
amarasuli,-0.09486186472989881,-0.06080038725811572
amat,-0.3417917744663531,0.5800867818594506
amatir,0.5478621615905682,-0.20879992286294602
ambang,-0.24113030101856597,0.16043354507322552
ambar,-0.044653036037008806,0.13835553022494185
ambiai,-0.020466594922338877,0.08207430801969394
ambil,-0.3177812499071061,0.41520054183612415
ambis,-0.08501558727054852,-0.15453720669921528
ambisi,-0.08820765510056458,0.00880309547268669
ambisious,-0.049925321140244075,0.17710507176507373
ambisius,-0.2459497021873235,0.7303431055019449
amblek,0.2192070432540821,-0.10690970702886028
ambo,-0.030794988957096463,0.19010604740025308
ambobener,-0.02683812767776714,0.11153734227302504
ambomantapd,-0.02683812767776714,0.11153734227302504
ambon,-0.04387613481479231,0.13539956842877762
ambruk,0.03783551910839251,-0.10281697051435917
amburadul,0.3125590253246601,-0.3719092786590486
ambyar,-0.37106027829463495,-0.08497600874059127
amerika,-0.14270336287724406,0.530974897229271
amet,-0.040562373072207204,0.11032645354120459
amhamdulilah,-0.04196250415084854,-0.1462528917440233
amien,-0.045759817572947906,-0.03485641553661875
amies,0.10531615658287989,-0.019828576268275423
amin,0.19023064577214488,-0.009351959414749497
aminin,-0.11971166603228545,-0.049655427828912364
amir,-0.035776638992649885,-0.07735642852294568
amis,-0.18458252174720552,0.41149332838663527
amit,-0.16133840707742905,0.039470992329214756
amnesia,-0.03758035051875278,0.13254877022575992
amnesti,-0.031275159037903656,0.10311056764633877
amninkan,-0.073470871483709,-0.31108518416491254
amotowo,-0.04935755662651647,-0.055261052952950175
ampon,-0.0155226135923081,0.028733534040335594
ampun,-0.08671811617668682,-0.09740411883731143
ampyun,0.4627255186507055,-0.1754621196257816
amri,0.15836353037617737,-0.06454029466999646
amrik,0.22260644546342803,-0.10465747448533723
ana,0.5163722990188585,-0.33777062734846486
anak,0.41794386777842685,0.13856668157280225
analisa,0.3142890010716603,-0.012823641537546166
analisis,-0.04967609441142561,-0.05236493460909101
anarkis,-0.14224022202257908,-0.13116946889337794
ancam,0.2355254534439778,-0.14576755255235613
ancol,-0.03475011802476037,0.07717787618023733
ancor,0.1965080070867877,-0.1663433273133788
ancur,-0.07764772087234288,0.2614049422484317
anda,0.12324713191590626,-0.6248050662852166
andai,0.3259714987335495,0.13645669593830584
andaikata,0.0588803127110383,-0.21881778775134056
andal,-0.0530598548170835,-0.05197318254850684
andika,-0.11652517566688733,0.1405254779434207
andil,-0.08139185236177261,0.1259862226042149
andjo,-0.044361076933041615,0.1604938016660962
aneh,1.8067457252146935,-0.6322123115752634
aneis,0.14620772563090909,0.08602062851195125
anes,0.7892270959203518,-0.21523357468620896
anfauhum,-0.06997511404220334,0.1324236038385733
angap,-0.08626199179636142,0.06976701512940722
angaplah,-0.037651561990719805,0.13873552550578977
angaran,0.23983982549626667,0.4398042325078412
angel,-0.17749606371459511,-0.19557870707797015
angin,0.002759220995673736,0.21033554067785334
anginya,-0.08562714070855695,0.2720776978543205
angkat,-0.4391643806197142,0.15246676055527875
angkot,0.2941223893271001,0.08611984685666674
angkuh,-0.027291630186280613,0.06966462499312022
angkut,-0.020478461481658675,-0.1315809841716662
angota,0.3450307758146977,-0.3015573229083287
angotanya,0.14981245395772996,0.2812813079566112
angpao,-0.06977604367972358,-0.187648569671641
angsur,-0.05750002249884519,0.1785900436071546
aniaya,-0.11352768039660899,0.09963297696031026
aniea,0.0665663038443558,-0.1430631378578168
aniesbaswedan,-0.3397406576078459,-0.03419943581489539
anieslucu,-0.0415410463690063,0.1601476977247161
aniesnya,0.5310217411153864,-0.2077939363060636
anirs,0.3856604061742006,-0.17035707411803455
anis,0.1248296818525993,0.27480659195138724
anisbaswedan,-0.07789272187511218,-0.13333521029626044
anisk,-0.05905012223666123,-0.08448562819398416
anjal,-0.09257183491288815,0.1596105458624573
anjar,-0.04223997286754631,-0.0790007366343816
anjing,-0.012651538198584332,0.28093529916747956
anjingin,-0.06541210634423293,-0.04101498738543077
anjink,0.13964966712155896,-0.11081247884210392
anjlok,0.3356099709984061,-0.39052212447087686
anjs,-0.06480309753722066,-0.08887983144654218
anjur,0.1412550578839338,-0.0710628301754889
anker,-0.031809226654668274,0.09103756563304989
anoe,-0.056415296092191466,0.16446738800718388
another,0.21708588682681842,-0.1518500863965699
antah,0.6115588743301776,-0.19475772860328128
antam,0.13993984745504137,-0.059810435607350276
antan,-0.05507403065148556,-0.10361269573954532
antar,-0.2508108880804579,0.006994658712753252
antek,-0.14544888788950391,0.45943487040188685
antem,-0.07291344236685394,-0.2971374114374419
anti,-0.04625522186956853,0.1953828641609053
antibiok,-0.0629942929793622,0.1697743418592187
antikorupsi,0.2493921205723713,-0.10038792854239617
antisipasi,-0.06802505549210576,0.13397541626279819
antitesa,-0.13650313085082347,0.08634074035760572
antitesis,0.19341662317348127,0.0444686256393889
antr,-0.04493609580907235,0.05990856881211982
antra,-0.02350276848186166,0.053343398773217254
antri,0.09125902563068906,0.4643017763868676
antrianya,-0.06490739786863342,0.21726126933717987
antum,0.13962067923655122,0.08394229969489898
antusiame,-0.05213801214016634,0.18544611324376511
antusias,-0.24765863096496335,0.3602779755981586
antusiasme,-0.15727602969649987,0.2501247011330397
anues,-0.15530333488780806,-0.30808737557547317
anulir,-0.019390657413115568,0.14895849464079594
anumerta,-0.1387988148087258,0.3714749413147876
anut,-0.0898499780699369,-0.18566260076395755
anwar,-0.042246461009001104,0.09864443036667705
aowkaka,-0.10325019967236347,0.20147437045556596
apa,0.24955482043296817,-0.22639020053595404
apabilah,-0.06280620246348914,0.20003370206580434
apain,-0.1446609544560152,-0.19984048144835145
apakh,0.16552509139525637,-0.11699904711542396
apany,0.3613268788000598,-0.11467846313292726
apapaun,-0.059942425107847266,0.1532740438439083
aparat,0.23119529583624263,-0.023191307474308035
apatis,-0.057851588857323,-0.09089365909681119
apbd,0.13962051726932342,0.27872986314810605
apbn,0.2000210240926275,-0.0919376381704444
apbnya,0.21108385685094405,-0.10185161731268713
apd,-0.022670692612076545,0.07986923502754448
apelagi,-0.08940348145556948,-0.045093169780204036
apeloe,0.5147629031678466,-0.1225792087850187
aph,-0.0577704305576892,0.10398114728052933
api,-0.028625011710276694,0.17737193527484396
aple,-0.157934168091823,0.2733043934664982
aplg,0.14758696802675486,-0.06020910114370526
aplikasi,-0.030060273025812018,0.17195103307312568
apresiasi,-0.17681688571705056,0.6318183310153476
aps,0.11939878430709899,0.04027071434052359
apun,0.23369537342340232,-0.09014658584858207
ara,-0.0993161011365002,0.2956530720326057
arab,0.03818027566242157,-0.7307253800982693
arabia,-0.01514357840237667,-0.11021205909361516
arabyaman,-0.03725785904906509,-0.06567204939512492
arah,0.292448718335746,-0.46318046839177274
arang,0.1353223715762519,-0.055211968621478036
area,-0.08978767729647733,0.05550956344576147
arema,-0.086550491973657,0.15505329684409525
arep,0.4056780109664649,0.2725967789684776
argumen,-0.035761103610150245,0.10335790849053993
arief,0.1726413809571756,0.032409139481179065
arif,-0.316252756086747,0.8357689906686288
armando,-0.04850755123710105,-0.06368063902481493
armstrong,-0.046533786118147166,-0.09349741628697933
arogan,-0.13445768543406741,0.3137163202648488
arogansi,-0.04286718999550662,0.08641217304708196
aroh,0.16328097085076043,-0.12140368110896073
aroma,0.10592484462687662,-0.19798919267570605
arti,0.6810968087001422,-0.24272042456585854
artikel,-0.03306993912344676,0.15008115746146225
arus,-0.008723956554803881,0.21343721867288395
asa,0.5348594009819478,-0.18840937253277748
asai,0.15909715175839434,0.019539222265400488
asal,-0.017197298510445776,-0.2864775597625607
asalamu,0.031827910878733254,-0.24512564385770927
asalamualaikum,-0.1255849410163328,-0.0313515871797523
asalamualikum,-0.05490988494954419,-0.05949372818781264
asas,-0.034705559252188586,0.1492068960951023
asasi,-0.046361465194665934,0.11833395787045456
asean,-0.036377840181648594,-0.07347963565395457
asegaf,-0.06594399815805103,0.15672359218552923
asek,-0.07007186127875434,0.4483831658401436
aseng,-0.042580636386453055,0.4138725404481158
aset,0.041098145878678966,-0.20325508952128088
asia,-0.146058930159726,0.2966616980975193
asih,-0.19976495412112572,0.14022651409776496
asik,0.2926797750159123,-0.046077461009120246
asing,1.0980685694502244,-0.15641711178600937
aslamlukum,-0.025285893372909395,0.061938799233914946
asli,-0.5043379373501563,2.182819621238222
aslix,-0.1250717216288987,0.28141401108655184
aslmkm,-0.04251109154326402,0.07717612363133904
asn,-0.04410751086602177,0.001993787196205031
asong,0.0023791326119896633,-0.04896446610594934
aspal,-0.0687976449655118,0.36073712812132586
aspek,-0.19695859643161173,0.29228545968961245
aspirasi,0.03149369184674002,-0.054196225829797405
astaga,0.1476650082269929,-0.20898684490383543
astaghfirulah,0.4577670942715164,-0.22539959631223452
astaghfiruloh,-0.13150230072851046,-0.14912942126830492
astuti,-0.02842795931736794,-0.07172790445831158
asumsi,0.3859741455741489,-0.30092374163746816
asupan,-0.07321910892965648,0.1622157660082149
asyik,-0.07534332639251712,0.13674029952573993
asyu,0.17693420638945423,-0.1489108955703058
atack,0.2559364071781413,-0.12503483210505595
atanya,-0.10309732638441275,0.1795549717436022
atap,-0.030872760427399216,-0.08593473453020839
atas,-0.26336623111151863,0.35378703897826064
atasin,-0.04403080080194975,0.11853832966886324
atawa,-0.07850646579135216,0.23922340933955527
atay,0.2981439758834265,-0.1295060303632385
ateis,-0.055239525413510134,0.23089508921229668
atensi,0.23936375041720653,-0.08066794808330253
atitesis,0.0337301249958295,-0.020617096155919036
atjeh,-0.027071533317545093,0.14299674764978346
atlet,-0.049386717939650944,0.09268983638938003
atm,-0.09183423219037212,0.11980262947260657
atribut,-0.04722898350253509,-0.07792103077505146
atur,-0.14497125049785153,0.0966306270333984
aturanya,0.2987610285068432,-0.10491838851992064
audit,-0.09052602535607451,0.01431741256523064
aun,-0.17478936507648535,0.2941202182154114
aura,-0.33518921089970644,0.393971085863661
ausie,-0.06094832076547336,0.24067507783214873
auto,-0.12950763017413255,-0.058671250080166
avanya,-0.037212695396996454,0.18269778880275878
avatar,0.44748237219862924,-0.1672517674347552
awal,-0.044584284068462904,0.2525535942008411
awam,-0.10303386553741867,0.3092136848052515
awan,-0.0560379751067488,-0.2315346573609435
awards,-0.03794029133977399,0.16799437430100156
awas,0.2563824164369425,0.08030732195143618
away,-0.09202243241147245,-0.17263750344756773
awe,-0.03496029098995488,0.09072399391660979
awowkowowkw,0.11625909419683968,-0.03350222201792373
axeh,-0.018603760777275078,0.160672111006402
ayam,1.406620212624754,-0.752243583610251
ayat,0.4735287413318401,-0.24376531428745066
aye,-0.07261922747535964,0.18291814553648633
ayem,-0.07393937041228381,0.20895058217216403
ayo,-0.10339557757563772,0.2547886838060144
ayok,-0.028539903631247303,0.16793680800055058
ayom,0.09521728825256187,0.1879672334008704
ayu,0.07449921958206546,0.18508200958765486
ayuk,0.2705352938523645,-0.10882520325631953
ayun,-0.04051811311386814,0.13663011578631978
az,0.19819873096235974,-0.07678771837537897
aza,-0.057704816532079574,0.07278355028848385
azab,-0.07183687788086705,-0.17879246187094083
azawajala,-0.010866648340584418,0.06831557076544037
azis,-0.03905615505346846,0.1330055090349367
babak,-0.04124785143213025,0.24843506465665852
babat,-0.03391730424099719,0.06982015440004019
babi,0.11755536105013956,-0.0678629447384202
babipenting,-0.09794688277023152,0.4370119785718203
bablas,-0.10221046939658958,0.18420497639035768
baca,0.18078623959273138,-0.30972883158256687
bacapres,-0.7988643733184151,-0.09067496924004441
bacawapres,-0.037119618347749024,-0.11838421335680059
back,-0.07636248214594156,-0.09769930296327946
backdrop,-0.057534999567151496,-0.07260995675247862
backingan,-0.0606076107463518,-0.24834390008299495
backround,0.22793747095109052,-0.13628661379336768
bacod,-0.047929794967920464,0.1501470905302702
bacot,-0.0582518729065751,0.02238690678130445
bacotanya,-0.04673193974972525,-0.08440844619240656
bacotman,-0.12207983974216544,0.2725516913010764
bacrit,-0.029493331533681468,0.07343353904740517
bad,0.35358389898285836,-0.11708055863158151
badan,0.1361919157639515,-0.09518587271214633
badut,0.48979396772503775,-0.17731020342629578
bae,-0.10623406034084319,0.1165186356260438
baget,-0.0539146030370719,-0.10985902146154872
bagi,-0.13730473570678203,0.036689890221341885
bagia,-0.04658264304089342,0.12281882678394322
bagimana,-0.04284169493072345,-0.10177513017825542
bagindo,-0.05953777445021484,0.12145459880406925
bagong,0.14441528154993047,-0.124401966577652
bagunan,-0.017163377503470273,0.047914297976541356
bagus,-0.5202777097120267,2.7649438870196095
bagusin,-0.03195945617714248,0.1388514772439084
bahagia,-0.5159023376079933,1.8677640722901414
bahahaha,0.16062293413528897,-0.09587998635634115
bahan,0.1677958643096617,0.5067519784237416
baharu,-0.02661474444906306,0.10644676866978475
baharudin,0.2866601359908352,-0.16657730744427984
bahas,0.2131247174690592,-0.142724243900939
bahasa,0.028026325594445206,0.16023898043853593
bahaya,0.2965082090221404,0.2744888601617833
bahlul,0.22961224581051348,0.15134383657322478
bahu,-0.27013643187533093,-0.19291570358214644
bahuri,0.22065255842295545,-0.11475921370932533
baiaya,-0.10924245768164491,-0.06117308767999358
baik,-0.8099996820844674,3.345142493822625
bajak,-0.04577624813249995,0.17367563680632456
bajar,-0.04869068523874596,-0.1094149631392135
bajer,-0.11332695249385717,0.1890492711833266
bajing,0.10869762091963871,-0.2140510042442196
baju,0.11790851999432507,0.171967538450272
bakar,0.2121317024007628,-0.38924194821239505
bakmumin,0.23290620566873618,-0.13177954972719705
bakri,-0.05153049978067403,0.08169873596463888
bakrie,-0.06055706630391743,0.13225851636717262
bakso,-0.048692767133330137,-0.11644062469748788
bakti,0.28866765310853315,-0.14174710855635045
baku,-0.07129356486616002,-0.021451031558222398
bakul,0.2204248524823073,-0.07438840761040089
bal,-0.26659097883680793,0.2665957925451165
balad,-0.07450248970935487,-0.212930299082676
balai,-0.13775033236124942,0.0016362493118476876
balaikota,0.19321209704249767,-0.3266448134846785
balakang,-0.02179633746007625,0.0636102468561909
balance,-0.043149718960256135,0.08886495236406722
balap,0.0671479241994178,-0.16495733443985308
balas,-0.3007487207605383,0.3214952472984571
balasanya,0.13038182114082972,-0.1447959953283611
balau,-0.10921697449596256,-0.02101441222746782
balekota,-0.125188917076782,0.2974197716821003
baliak,-0.030794988957096463,0.19010604740025308
baliho,0.19709000992668815,-0.5275295348400924
balik,0.5363923515697695,-0.16446048181230558
balon,-0.19030607573120495,-0.07855369842825731
balonpres,-0.05418014445457966,0.20621046392320597
bambu,0.19199150903845696,-0.04498502949642124
bamukmin,-0.11206837855800048,0.12157381727021808
ban,-0.05827161594204993,0.19227462907072462
bancak,-0.06179164811292626,0.08787623124161928
banci,0.029033637964303874,-0.015983981382481888
banda,-0.03359852142338646,-0.07679402323612079
bandar,-0.14660848498750773,0.5080463666203311
bandara,-0.14049817175398563,-0.06695381045629448
banding,-0.002098388961403756,0.3036650743822838
bandit,-0.0435926749201525,0.1272204937123818
bandung,-0.10575479053848232,-0.03264014045702273
bang,-0.45910692557391486,-0.1694434086516367
banga,-0.6347135730530332,0.6870022296413085
bangakan,-0.3933413437863139,0.10078058234768789
banganyo,-0.0725323537545587,-0.20126564249350654
bangat,-0.036459889788573924,0.1561668462899812
banget,0.5454265808371074,-0.16778647372324818
bangetz,-0.07654632015893406,0.356437569807723
bangkai,-0.059201165625581226,0.22293279923725573
bangkang,-0.03395790730562061,-0.09770078832527487
bangkit,-0.14902068640015526,0.5280116834902371
bangkitin,-0.016462672790970898,-0.07530058808400784
bangkrut,-0.20823905754390354,0.15149443186361863
bangku,0.14746051759064427,-0.0966225837865406
bangsa,0.02959453262366411,0.5432881028234302
bangsat,-0.34956721497178944,0.005048963152856971
bangun,0.6529587591104363,0.22196357023097338
bani,0.060780202275077556,-0.33261377482740945
banjak,-0.027021200064874316,0.11720996512930151
banjir,-0.3760605147482117,0.14789189198319944
bank,-0.1407722962066628,-0.12041743615485413
bansos,-0.2050577221410542,0.6360540922068368
bantah,-0.24547177780911636,0.1420489033296225
bantai,0.10950497682387553,-0.23999915533124153
bantaran,-0.018806002596758485,0.05458580249557664
banten,-0.14790387337435554,0.1005729712781316
banteng,-0.1696109655138178,0.11981131597361834
banting,-0.047525953521163365,0.1494075376611496
bantu,-0.4739247481306329,-0.08157087412930661
bantuin,-0.015044357226215074,0.07670718365431256
banya,0.028102542595122022,-0.009312063732828807
banyajnya,-0.025367742191199718,0.037761019994885056
banyak,0.056406343227130236,0.8929970313155638
banyk,-0.01907803542093418,0.0462412004818814
banyol,-0.03178288015328011,0.07429097035420454
bapa,-0.04267181942776641,0.11228966359110211
bapak,-0.19870072531433508,-0.040535460288458725
bapaka,-0.07119111336177111,0.3188535652097184
baperan,-0.027040339006062487,-0.22584230237170652
bapilu,-0.023701980912027958,0.17341599525666943
barack,0.044960636231103704,0.02495523062042299
barak,-0.06422639134575937,-0.07649478713613536
barakalah,-0.11099092077762868,0.15876201422016845
barakalahu,-0.06745163658727019,-0.12689911771806497
barakaloh,-0.03909810346507528,-0.13658525740793573
barang,-0.12128849219462252,-0.3348416223506298
barangkali,0.07297406586663849,0.2593180838575654
barat,-0.1512743632902636,-0.25698881141119106
bardani,-0.03199099169336118,0.1597394630709235
bareng,-0.3029468898038263,-0.05647647272271582
baris,-0.08894558219350987,0.11485006318609069
barokah,-0.06193137816429795,0.058102352130754056
barokahlah,-0.0330661628800955,0.21183095441266822
barokalah,-0.07286717207564337,0.5019955145135401
barokalohu,-0.01978793709214951,-0.09272498162449379
barometer,-0.07954452263966201,0.1517807405970887
baru,-0.1563722894260065,2.3823258801680476
barus,-0.053107704343593534,0.22436124559563647
barusan,-0.030234881406328684,-0.06119719236171834
bas,-0.04859545472651168,-0.06736030493146837
basa,0.30106703437521276,-0.21492937424618058
basah,0.2974596854249765,-0.12614653011275315
basar,0.36495763272038795,-0.32303163043250993
based,-0.049705308761892594,-0.10702433398982428
basi,1.1292529193496064,-0.65096933212836
basic,0.21947348495591124,-0.2523347577016189
basis,1.1594662220807126,-0.4216564715785712
basmi,-0.19871620439535062,0.3747093487345318
bastis,-0.13305500769433015,-0.20513838040725693
baswesan,-0.05087437760849398,0.16432603479494204
batak,0.15418039957670449,-0.03465472289032727
batal,0.3638056818782282,-0.3479652819043453
batam,-0.026666712975236366,0.2339263364921022
batang,-0.027011423598422134,-0.10032119896719174
batas,-0.643434781192199,-0.04469464543652612
batavia,-0.09037509567665318,0.1564828126386735
bathin,-0.07737073341867105,0.4261799905100612
